date,SACTMIN,WDW_TICKET_SEASON,SEASON,HOLIDAYPX,HOLIDAYM,HOLIDAY,WDWTICKETSEASON,WDWevent,WDWrace,WDWSEASON,WDWMAXTEMP,WDWMINTEMP,WDWMEANTEMP,MKevent,EPevent,HSevent,AKeventN,AKevent,inSession,inSession_Enrollment,inSession_wdw,inSession_dlr,inSession_sqrt_WDW,inSession_sqrt_DLR,inSession_California,inSession_DC,inSession_Central_FL,inSession_Drive1_FL,inSession_Drive2_FL,inSession_Drive_CA,inSession_Florida,inSession_Mardi_Gras,inSession_Midwest,inSession_NY_NJ,inSession_NY_NJ_PA,inSession_New_England,inSession_New_Jersey,inSession_Nothwest,INSESSION_PLANES,inSession_Southwest,SUNSET_WDW,MKEMHMORN,MKEMHEVE,MKHOURSEMH,EPEMHMORN,EPEMHEVE,EPHOURSEMH,HSEMHMORN,HSEMHEVE,HSHOURSEMH,AKEMHMORN,AKEMHEVE,AKHOURSEMH,MKOPEN,MKCLOSE,MKHOURS,MKEMHOPEN,MKEMHCLOSE,EPOPEN,EPCLOSE,EPHOURS,EPEMHOPEN,EPEMHCLOSE,HSOPEN,HSCLOSE,HSHOURS,HSEMHOPEN,HSEMHCLOSE,AKOPEN,AKCLOSE,AKHOURS,AKEMHOPEN,AKEMHCLOSE,MKDAYSBEFORENONEVENT,MKDAYSSINCENONEVENT,MKEVENTSTREAK,MKEVENTSTREAK_F,PARTYSEASON_WDW,WDWMINTEMP_mean,WEATHER_WDWHIGH,WEATHER_WDWLOW,WEATHER_WDWPRECIP,CapacityLost_MK,CapacityLost_EP,CapacityLost_HS,CapacityLost_AK,CapacityLostWGT_MK,CapacityLostWGT_EP,CapacityLostWGT_HS,CapacityLostWGT_AK,EP09CAPACITY,HS20CAPACITY,MKPRDDAY,MKPRDDT1,MKPRDDT2,MKPRDNGT,MKPRDNT1,MKPRDNT2,MKFIREWK,MKFIRET1,MKFIRET2,EPFIREWK,EPFIRET1,EPFIRET2,HSFIREWK,HSFIRET1,HSFIRET2,HSSHWNGT,HSSHWNT1,HSSHWNT2,AKSHWNGT,AKSHWNT1,AKSHWNT2
2016-08-30,13.5,value,SEPTEMBER LOW,7,0,0,value,0,0,SEPTEMBER LOW,86.6,74.35,80.48,0,0,0,,0,85%,75%,89%,77%,79%,79%,81%,68%,100%,84%,87%,88%,81%,96%,59%,3%,3%,31%,100%,60%,98%,93%,19:48,0,0,12.0,0,1,14.0,0,0,12.0,0,0,14.0,9:00,21:00,12.0,,,9:00,21:00,12.0,,23:00,9:00,21:00,12.0,,,9:00,23:00,14.0,,,1,1,0,0,NONE,75.05857143,90.7,75.0,0.28,399961,368864,330968,233177,38664939,35660136,31726132,22789323,2400,1500,1,15:00,,0,,,1,21:00,,1,21:00,,1,20:45,,1,20:30,,2,21:00,22:30
2016-08-31,37.0,value,SEPTEMBER LOW,6,0,0,value,0,0,SEPTEMBER LOW,84.05,73.85,78.95,0,0,0,,0,87%,78%,93%,78%,84%,81%,82%,68%,100%,98%,98%,88%,100%,96%,59%,3%,3%,35%,100%,60%,98%,93%,19:47,0,1,14.0,0,0,12.0,0,0,12.0,0,0,14.0,9:00,21:00,12.0,,23:00,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,23:00,14.0,,,1,1,0,0,NONE,74.56714286,90.6,75.0,0.27,389962,368864,330968,233177,37675038,35660136,31726132,22789323,2400,1500,1,15:00,,0,,,1,21:00,,1,21:00,,1,20:45,,1,20:30,,2,21:00,22:30
2016-09-01,8.0,value,SEPTEMBER LOW,5,0,0,value,0,0,SEPTEMBER LOW,85.89,73.54,79.72,0,0,0,,0,89%,80%,93%,90%,85%,85%,90%,68%,100%,98%,98%,93%,100%,96%,64%,3%,3%,52%,100%,60%,98%,93%,19:46,0,0,12.0,1,0,13.0,0,0,12.0,0,0,14.0,9:00,21:00,12.0,,,9:00,21:00,12.0,8:00,,9:00,21:00,12.0,,,9:00,23:00,14.0,,,2,1,0,0,NONE,74.57785714,90.5,75.0,0.24,389962,368864,330968,233177,37675038,35660136,31726132,22789323,2400,1500,1,15:00,,0,,,1,21:00,,1,21:00,,1,20:45,,1,20:30,,2,21:00,22:30
2016-09-03,16.0,value,SEPTEMBER LOW,3,0,0,value,0,0,SEPTEMBER LOW,86.22,74.98,80.6,0,0,1,,0,88%,78%,93%,82%,84%,80%,80%,68%,100%,98%,98%,87%,100%,96%,64%,3%,3%,52%,100%,60%,96%,93%,19:44,0,0,17.0,0,0,12.0,0,0,12.0,1,0,15.0,8:00,1:00,17.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,23:00,14.0,8:00,,1,2,0,0,MNSSHP,74.48714286,90.4,74.9,0.24,389962,368864,330968,233177,37675038,35660136,31726132,22789323,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,20:45,,1,20:30,,2,21:00,22:30
2016-09-04,39.0,value,SEPTEMBER LOW,2,1,0,value,0,0,SEPTEMBER LOW,90.87,75.09,82.98,0,0,0,,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,19:43,0,0,15.0,0,0,12.0,1,0,13.0,0,0,14.0,9:00,0:00,15.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,8:00,,9:00,23:00,14.0,,,1,1,0,0,MNSSHP,74.52714286,90.3,74.9,0.2,389962,368864,330968,233177,37675038,35660136,31726132,22789323,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,20:45,,1,20:30,,2,21:00,22:30
2016-09-05,15.0,value,SEPTEMBER LOW,0,0,1,value,0,0,SEPTEMBER LOW,84.77,74.72,79.75,0,0,0,,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,19:41,0,0,14.0,0,0,12.0,0,0,12.0,1,0,15.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,23:00,14.0,8:00,,1,1,0,0,MNSSHP,74.57285714,90.2,74.8,0.23,389962,368864,330968,233177,37675038,35660136,31726132,22789323,2400,1500,1,15:00,,1,22:00,,1,21:00,,1,21:00,,1,20:45,,1,20:30,,2,21:00,22:30
2016-09-06,14.333333333333334,value,SEPTEMBER LOW,2,1,0,value,0,0,SEPTEMBER LOW,88.36,72.55,80.46,0,0,0,,0,93%,87%,96%,91%,91%,89%,90%,100%,100%,100%,97%,93%,100%,100%,97%,3%,3%,68%,100%,60%,100%,100%,19:40,0,0,12.0,0,1,14.0,0,0,12.0,0,0,12.0,9:00,21:00,12.0,,,9:00,21:00,12.0,,23:00,9:00,21:00,12.0,,,9:00,21:00,12.0,,,1,1,0,0,MNSSHP,74.06428571,90.2,74.8,0.24,389962,368864,330968,234177,37675038,35660136,31726132,22795323,2400,1500,1,15:00,,0,,,1,21:00,,1,21:00,,1,20:45,,1,20:30,,0,,
2016-09-07,11.0,value,SEPTEMBER LOW,3,0,0,value,0,0,SEPTEMBER LOW,88.89,73.92,81.41,0,0,0,,0,96%,90%,97%,91%,93%,91%,90%,100%,100%,100%,100%,93%,100%,100%,100%,3%,17%,68%,100%,100%,100%,100%,19:39,0,1,14.0,0,0,12.0,0,0,12.0,0,0,12.0,9:00,21:00,12.0,,23:00,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,2,1,0,0,MNSSHP,74.05,90.1,74.8,0.23,389962,368864,330968,234177,37675038,35660136,31726132,22795323,2400,1500,1,15:00,,0,,,1,21:00,,1,21:00,,1,20:45,,1,20:30,,0,,
2016-09-08,26.0,value,SEPTEMBER LOW,4,0,0,value,0,0,SEPTEMBER LOW,89.42,73.45,81.44,1,0,0,,0,97%,99%,100%,92%,99%,95%,90%,100%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,19:38,0,0,10.0,1,0,13.0,0,0,12.0,0,0,12.0,9:00,19:00,10.0,,,9:00,21:00,12.0,8:00,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,1,1,1,1,MNSSHP,74.34214286,90.0,74.7,0.24,389962,368864,330968,234177,37675038,35660136,31726132,22795323,2400,1500,1,15:00,,2,20:30,23:15,1,22:15,,1,21:00,,1,20:45,,1,20:30,,0,,
2016-09-11,28.0,value,SEPTEMBER LOW,7,0,0,value,0,0,SEPTEMBER LOW,90.26,75.34,82.8,1,0,0,,0,94%,89%,96%,90%,92%,90%,89%,86%,100%,100%,100%,93%,100%,100%,100%,3%,17%,100%,100%,100%,100%,100%,19:34,0,0,10.0,0,0,12.0,1,0,13.0,0,0,12.0,9:00,19:00,10.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,8:00,,9:00,21:00,12.0,,,1,1,1,1,MNSSHP,74.73428571,89.8,74.6,0.24,389962,368864,330968,234177,37675038,35660136,31726132,22795323,2400,1500,1,15:00,,2,20:30,23:15,1,22:15,,1,21:00,,1,20:45,,1,20:30,,0,,
2016-09-12,25.0,value,SEPTEMBER LOW,8,0,0,value,0,0,SEPTEMBER LOW,90.44,76.51,83.48,0,0,0,,0,94%,89%,96%,90%,92%,90%,89%,86%,100%,100%,100%,93%,100%,100%,100%,3%,17%,100%,100%,100%,100%,100%,19:33,0,0,15.0,0,0,12.0,0,0,12.0,1,0,13.0,8:00,23:00,15.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,8:00,,2,2,0,0,MNSSHP,74.2,89.7,74.6,0.24,389962,368864,330968,234177,37675038,35660136,31726132,22795323,2400,1500,1,15:00,,1,22:00,,1,21:00,,1,21:00,,1,20:45,,1,20:30,,0,,
2016-09-13,5.0,value,SEPTEMBER LOW,9,0,0,value,0,0,SEPTEMBER LOW,84.34,76.48,80.41,1,0,0,,0,96%,99%,100%,92%,99%,95%,90%,99%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,19:32,0,0,10.0,0,1,14.0,0,0,12.0,0,0,12.0,9:00,19:00,10.0,,,9:00,21:00,12.0,,23:00,9:00,21:00,12.0,,,9:00,21:00,12.0,,,1,1,1,1,MNSSHP,74.51428571,89.6,74.5,0.19,389962,368864,330968,234177,37675038,35660136,31726132,22795323,2400,1500,1,15:00,,2,20:30,23:15,1,22:15,,1,21:00,,1,20:45,,1,20:30,,0,,
2016-09-14,12.8,value,SEPTEMBER LOW,10,0,0,value,0,0,SEPTEMBER LOW,89.33,75.44,82.39,0,1,0,,0,96%,99%,100%,92%,99%,95%,90%,99%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,19:31,0,1,15.0,0,0,12.0,0,0,12.0,0,0,12.0,9:00,22:00,13.0,,0:00,9:00,21:00,12.0,,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,1,2,0,0,MNSSHP,74.12571429,89.5,74.4,0.24,389962,368864,330968,234177,37675038,35660136,31726132,22795323,2400,1500,1,15:00,,1,22:00,,1,21:00,,1,21:00,,1,20:45,,1,20:30,,0,,
2016-09-15,16.0,value,SEPTEMBER LOW,11,0,0,value,0,0,SEPTEMBER LOW,90.97,75.42,83.2,0,1,0,,0,93%,98%,100%,92%,99%,95%,90%,99%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,19:30,0,0,13.0,1,0,13.0,0,0,12.0,0,0,12.0,9:00,22:00,13.0,,,9:00,21:00,12.0,8:00,,9:00,21:00,12.0,,,9:00,21:00,12.0,,,2,1,0,0,MNSSHP,74.17357143,89.4,74.4,0.2,389962,369664,330968,234177,37675038,35664936,31726132,22795323,2400,1500,1,15:00,,1,22:00,,1,21:00,,1,21:00,,1,20:45,,1,20:30,,0,,
2016-09-16,39.0,value,SEPTEMBER LOW,12,0,0,value,0,0,SEPTEMBER LOW,89.99,75.88,82.94,1,1,1,,0,92%,97%,99%,91%,98%,94%,90%,99%,100%,100%,96%,93%,100%,100%,100%,100%,100%,100%,100%,100%,97%,98%,19:28,1,0,11.0,0,0,13.0,0,1,14.0,0,0,12.0,9:00,19:00,10.0,8:00,,9:00,22:00,13.0,,,9:00,21:00,12.0,,23:00,9:00,21:00,12.0,,,1,1,1,1,MNSSHP,74.02428571,89.3,74.3,0.19,386962,369664,330968,234177,37651038,35664936,31726132,22795323,2400,1500,1,15:00,,2,20:30,23:15,1,22:15,,1,22:00,,1,20:45,,1,20:30,,0,,
2016-09-18,8.5,value,SEPTEMBER LOW,14,0,0,value,0,0,SEPTEMBER LOW,91.69,76.44,84.07,1,1,0,,0,92%,97%,90%,91%,94%,94%,90%,99%,76%,92%,94%,93%,89%,100%,100%,100%,100%,100%,100%,100%,100%,98%,19:26,0,0,10.0,0,0,12.0,1,0,12.5,0,0,12.0,9:00,19:00,10.0,,,9:00,21:00,12.0,,,9:00,20:30,11.5,8:00,,9:00,21:00,12.0,,,1,1,1,1,MNSSHP,73.60642857,89.1,74.1,0.2,386962,369664,330968,234177,37651038,35664936,31726132,22795323,2400,1500,1,15:00,,2,20:30,23:15,1,22:15,,1,21:00,,1,20:15,,1,20:00,,0,,
2016-09-19,27.8,value,SEPTEMBER LOW,15,0,0,value,0,0,SEPTEMBER LOW,90.44,74.19,82.32,0,1,0,,0,92%,97%,90%,91%,94%,94%,90%,99%,76%,92%,94%,93%,89%,100%,100%,100%,100%,100%,100%,100%,100%,98%,19:25,0,0,14.0,0,0,12.0,0,0,11.5,1,0,13.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,20:30,11.5,,,9:00,21:00,12.0,8:00,,2,2,0,0,MNSSHP,73.06285714,89.0,74.0,0.19,386962,369664,330968,234177,37651038,35664936,31726132,22795323,2400,1500,1,15:00,,2,21:00,23:00,1,20:00,,1,21:00,,1,20:15,,1,20:00,,0,,
2016-09-20,25.5,value,FALL,16,0,0,value,0,0,FALL,87.76,73.2,80.48,1,1,0,,0,93%,98%,100%,92%,99%,95%,90%,99%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,19:24,0,0,10.0,0,1,14.0,0,0,11.5,0,0,12.0,9:00,19:00,10.0,,,9:00,21:00,12.0,,23:00,9:00,20:30,11.5,,,9:00,21:00,12.0,,,1,1,1,1,MNSSHP,72.78928571,88.8,73.9,0.16,386962,369664,330968,234177,37651038,35664936,31726132,22795323,2400,1500,1,15:00,,2,20:30,23:15,1,22:15,,1,21:00,,1,20:15,,1,20:00,,0,,
2016-09-21,11.0,value,FALL,17,0,0,value,0,0,FALL,90.35,75.54,82.95,0,1,0,,0,92%,97%,99%,91%,98%,94%,84%,99%,100%,98%,98%,90%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,19:22,0,1,14.0,0,0,12.0,0,0,11.5,0,0,12.0,9:00,21:00,12.0,,23:00,9:00,21:00,12.0,,,9:00,20:30,11.5,,,9:00,21:00,12.0,,,1,2,0,0,MNSSHP,73.73928571,88.7,73.8,0.16,386962,370864,330968,234177,37651038,35667336,31726132,22795323,2400,1500,1,15:00,,1,21:00,,1,20:00,,1,21:00,,1,20:15,,1,20:00,,0,,
2016-09-22,20.555555555555557,value,FALL,18,0,0,value,0,0,FALL,92.04,75.4,83.72,0,1,0,,0,93%,98%,100%,92%,99%,95%,90%,99%,100%,100%,100%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,19:21,0,0,12.0,1,0,13.0,0,0,11.5,0,0,12.0,9:00,21:00,12.0,,,9:00,21:00,12.0,8:00,,9:00,20:30,11.5,,,9:00,21:00,12.0,,,2,1,0,0,MNSSHP,74.05428571,88.6,73.7,0.16,386962,370864,330968,234177,37651038,35667336,31726132,22795323,2400,1500,1,15:00,,1,21:00,,1,20:00,,1,21:00,,1,20:15,,1,20:00,,0,,
2016-09-24,37.0,value,FALL,17,0,0,value,0,0,FALL,91.21,75.07,83.14,0,1,1,,0,86%,95%,99%,91%,97%,92%,90%,93%,100%,100%,100%,93%,100%,91%,95%,100%,100%,100%,100%,100%,86%,96%,19:19,0,0,16.0,0,0,13.0,0,0,11.5,1,0,13.0,8:00,0:00,16.0,,,9:00,22:00,13.0,,,9:00,20:30,11.5,,,9:00,21:00,12.0,8:00,,2,2,0,0,MNSSHP,73.505,88.3,73.4,0.16,386962,369664,330968,234177,37651038,35664936,31726132,22795323,2400,1500,1,15:00,,2,20:00,22:00,1,21:00,,1,22:00,,1,20:15,,1,20:00,,0,,
2016-09-25,14.25,value,FALL,16,0,0,value,0,0,FALL,91.27,75.42,83.35,1,1,0,,0,88%,98%,99%,97%,98%,97%,96%,96%,100%,96%,96%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,19:18,0,0,10.0,0,0,12.0,1,0,12.0,0,0,12.0,9:00,19:00,10.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,8:00,,9:00,21:00,12.0,,,1,1,1,1,MNSSHP,73.10857143,88.2,73.3,0.2,386962,369664,330968,234177,37651038,35664936,31726132,22795323,2400,1500,1,15:00,,2,20:30,23:15,1,22:15,,1,21:00,,1,19:45,,1,20:00,,0,,
2016-09-26,18.2,value,FALL,15,0,0,value,0,0,FALL,86.61,74.13,80.37,0,1,0,,0,88%,98%,99%,97%,98%,97%,96%,96%,100%,96%,96%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,19:16,0,0,14.0,0,0,12.0,0,0,11.0,1,0,13.0,9:00,23:00,14.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,21:00,12.0,8:00,,1,2,0,0,MNSSHP,72.82928571,88.0,73.1,0.15,386962,369664,330968,234177,37651038,35664936,31726132,22795323,2400,1500,1,15:00,,0,,,1,21:00,,1,21:00,,1,19:45,,1,20:00,,0,,
2016-09-27,10.75,value,FALL,14,0,0,value,0,0,FALL,88.95,70.33,79.64,0,1,0,,0,92%,99%,99%,99%,99%,99%,99%,99%,100%,96%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,19:15,0,0,11.0,0,1,14.0,0,0,11.0,0,0,12.0,9:00,20:00,11.0,,,9:00,21:00,12.0,,23:00,9:00,20:00,11.0,,,9:00,21:00,12.0,,,1,1,0,0,MNSSHP,72.10714286,87.9,73.0,0.16,386962,369664,330968,234177,37651038,35664936,31726132,22795323,2400,1500,1,15:00,,0,,,1,20:00,,1,21:00,,1,19:45,,1,20:00,,0,,
2016-09-28,32.0,value,FALL,13,0,0,value,0,0,FALL,89.14,71.29,80.22,0,1,0,,0,92%,98%,99%,91%,98%,94%,90%,99%,100%,96%,96%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,19:14,0,1,16.0,0,0,12.0,0,0,11.0,0,0,12.0,9:00,23:00,14.0,,1:00,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,21:00,12.0,,,3,1,0,0,MNSSHP,72.45714286,87.7,72.8,0.2,386962,369664,330968,234177,37651038,35664936,31726132,22795323,2400,1500,1,15:00,,2,20:00,22:00,1,21:00,,1,21:00,,1,19:45,,1,20:00,,0,,
2016-09-29,15.0,value,FALL,12,0,0,value,0,0,FALL,86.26,72.74,79.5,1,1,0,,0,92%,98%,99%,91%,98%,94%,90%,99%,100%,96%,96%,93%,100%,100%,100%,100%,100%,100%,100%,100%,100%,98%,19:13,0,0,10.0,1,0,13.0,0,0,11.0,0,0,12.0,9:00,19:00,10.0,,,9:00,21:00,12.0,8:00,,9:00,20:00,11.0,,,9:00,21:00,12.0,,,2,1,1,2,MNSSHP,72.21857143,87.5,72.6,0.12,386962,369664,330968,234177,37651038,35664936,31726132,22795323,2400,1500,1,15:00,,2,20:30,23:15,1,22:15,,1,21:00,,1,19:45,,1,20:00,,0,,
2016-09-30,24.428571428571427,regular,FALL,11,0,0,regular,0,0,FALL,90.0,72.74,81.37,1,1,1,,0,91%,93%,97%,91%,95%,92%,90%,91%,100%,96%,96%,93%,100%,100%,63%,100%,100%,100%,100%,100%,100%,98%,19:12,1,0,11.0,0,0,13.0,0,1,13.0,0,0,11.5,9:00,19:00,10.0,8:00,,9:00,22:00,13.0,,,9:00,20:00,11.0,,22:00,9:00,20:30,11.5,,,1,2,2,1,MNSSHP,71.75214286,87.4,72.4,0.15,385762,369664,330968,234177,37647438,35664936,31726132,22795323,2400,1500,1,15:00,,2,20:30,23:15,1,22:15,,1,22:00,,1,19:45,,1,20:00,,0,,
2016-10-02,17.0,regular,FALL,9,0,0,regular,0,0,FALL,87.34,72.88,80.11,1,1,0,,0,83%,72%,82%,76%,73%,74%,75%,79%,100%,66%,71%,81%,52%,100%,60%,3%,3%,72%,100%,100%,99%,92%,19:10,0,0,10.0,0,0,12.0,1,0,11.5,0,0,11.5,9:00,19:00,10.0,,,9:00,21:00,12.0,,,9:00,19:30,10.5,8:00,,9:00,20:30,11.5,,,1,1,1,1,MNSSHP,70.98142857,87.0,71.9,0.12,396761,369664,330968,234177,38640339,35664936,31726132,22795323,2400,1500,1,15:00,,2,20:15,23:15,1,22:15,,1,21:00,,0,,,1,20:00,,0,,
2016-10-04,10.0,regular,FALL,7,0,0,regular,0,0,FALL,85.57,75.53,80.55,1,1,0,,0,88%,84%,95%,90%,88%,87%,90%,100%,100%,100%,97%,90%,100%,100%,60%,3%,3%,84%,100%,100%,99%,92%,19:07,0,0,10.0,0,1,14.0,0,0,10.5,0,0,11.5,9:00,19:00,10.0,,,9:00,21:00,12.0,,23:00,9:00,19:30,10.5,,,9:00,20:30,11.5,,,1,1,1,1,MNSSHP,70.55571429,86.6,71.4,0.16,396761,369664,330968,234177,38640339,35664936,31726132,22795323,2400,1500,1,15:00,,2,20:15,23:15,1,22:15,,1,21:00,,0,,,1,20:00,,0,,
2016-10-05,36.5,regular,FALL,6,0,0,regular,0,0,FALL,89.71,73.65,81.68,0,1,0,,0,90%,97%,99%,91%,98%,93%,90%,100%,100%,100%,97%,90%,100%,100%,97%,100%,100%,100%,100%,100%,99%,92%,19:06,0,1,17.0,0,0,12.0,0,0,11.0,0,0,11.5,8:00,23:00,15.0,,1:00,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:30,11.5,,,1,2,0,0,MNSSHP,71.07571429,86.4,71.2,0.12,396761,369664,330968,234177,38640339,35664936,31726132,22795323,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,1,19:45,,1,20:00,,0,,
2016-10-06,17.5,regular,FALL,5,0,0,regular,0,0,FALL,84.08,73.88,78.98,0,1,0,,0,87%,94%,98%,90%,96%,91%,90%,100%,100%,96%,94%,86%,100%,100%,97%,100%,100%,100%,100%,78%,99%,74%,19:05,0,0,8.0,1,0,9.0,0,0,8.0,0,0,8.0,9:00,17:00,8.0,,,9:00,17:00,8.0,8:00,,9:00,17:00,8.0,,,9:00,17:00,8.0,,,1,1,0,0,MNSSHP,71.61642857,86.2,70.9,0.12,396761,369664,330968,234177,38640339,35664936,31726132,22795323,2400,1500,1,15:00,,0,,,0,,,0,,,0,,,0,,,0,,
2016-10-08,31.5,regular,COLUMBUS DAY,3,2,0,regular,0,0,COLUMBUS DAY,88.14,73.85,81.0,0,1,1,,0,80%,89%,96%,88%,92%,87%,86%,87%,100%,92%,91%,81%,100%,86%,97%,100%,100%,100%,100%,78%,84%,68%,19:03,0,0,16.0,0,0,14.0,0,0,12.0,1,0,13.5,8:00,0:00,16.0,,,8:00,22:00,14.0,,,8:00,20:00,12.0,,,8:00,20:30,12.5,7:00,,1,1,0,0,MNSSHP,71.57285714,85.8,70.3,0.12,396761,369664,330968,234177,38640339,35664936,31726132,22795323,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,22:00,,1,19:30,,1,20:00,,0,,
2016-10-09,22.666666666666668,regular,COLUMBUS DAY,2,2,0,regular,0,0,COLUMBUS DAY,85.11,71.99,78.55,0,1,0,,0,68%,61%,79%,80%,67%,69%,77%,68%,77%,73%,71%,74%,89%,51%,61%,3%,17%,32%,100%,100%,58%,73%,19:02,0,0,16.0,0,0,12.0,1,0,12.0,0,0,11.5,8:00,0:00,16.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,8:00,,9:00,20:30,11.5,,,3,1,0,0,MNSSHP,70.63428571,85.6,70.0,0.12,396761,379663,330968,234177,38640339,36654837,31726132,22795323,2400,1500,1,15:00,,2,21:00,23:00,1,22:00,,1,21:00,,0,,,1,20:00,,0,,
2016-10-10,11.0,regular,COLUMBUS DAY,0,0,1,regular,0,0,COLUMBUS DAY,80.09,66.62,73.36,1,1,0,,0,68%,61%,79%,80%,67%,69%,77%,68%,77%,73%,71%,74%,89%,51%,61%,3%,17%,32%,100%,100%,58%,73%,19:01,0,0,11.0,0,0,12.0,0,0,11.0,1,0,12.5,8:00,19:00,11.0,,,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:30,11.5,8:00,,2,1,1,2,MNSSHP,69.89571429,85.4,69.7,0.16,416759,379663,330968,234177,40620141,36654837,31726132,22795323,2400,1500,1,15:00,,2,20:15,23:15,1,22:15,,1,21:00,,1,19:30,,1,20:00,,0,,
2016-10-11,29.0,regular,COLUMBUS DAY,2,2,0,regular,0,0,COLUMBUS DAY,80.24,69.22,74.73,1,1,0,,0,88%,93%,98%,90%,95%,90%,90%,100%,100%,95%,91%,83%,100%,98%,97%,100%,100%,100%,100%,100%,94%,80%,19:00,0,0,11.0,0,1,14.0,0,0,11.0,0,0,11.5,8:00,19:00,11.0,,,9:00,21:00,12.0,,23:00,9:00,20:00,11.0,,,9:00,20:30,11.5,,,1,2,2,1,MNSSHP,69.94214286,85.2,69.4,0.12,416759,379663,330968,234177,40620141,36654837,31726132,22795323,2400,1500,1,15:00,,2,20:15,23:15,1,22:15,,1,21:00,,0,,,1,20:00,,0,,
2016-10-12,16.0,regular,FALL,0,0,1,regular,0,0,FALL,82.07,70.67,76.37,0,1,0,,0,81%,72%,80%,80%,72%,76%,75%,71%,89%,66%,69%,73%,52%,96%,97%,3%,3%,68%,100%,100%,90%,80%,18:58,0,1,18.0,0,0,12.0,0,0,11.0,0,0,11.5,8:00,0:00,16.0,,2:00,9:00,21:00,12.0,,,9:00,20:00,11.0,,,9:00,20:30,11.5,,,3,3,0,0,MNSSHP,70.35357143,85.0,69.1,0.11,416759,379663,330968,234177,40620141,36654837,31726132,22795323,2400,1500,1,15:00,,0,,,1,22:00,,1,21:00,,1,19:30,,1,20:00,,0,,
2016-10-13,21.0,regular,FALL,4,0,0,regular,0,0,FALL,84.65,70.31,77.48,1,1,0,,0,89%,93%,94%,90%,94%,90%,90%,100%,93%,95%,91%,83%,97%,100%,97%,100%,100%,100%,100%,100%,94%,80%,18:57,0,0,10.0,1,0,13.0,0,0,10.0,0,0,11.5,9:00,19:00,10.0,,,9:00,21:00,12.0,8:00,,9:00,19:00,10.0,,,9:00,20:30,11.5,,,2,1,1,2,MNSSHP,70.83071429,84.8,68.8,0.08,416759,379663,330968,234177,40620141,36654837,31726132,22795323,2400,1500,1,15:00,,2,20:15,23:15,1,22:15,,1,21:00,,0,,,1,19:30,,0,,
2016-10-14,47.5,regular,FALL,5,0,0,regular,0,0,FALL,83.3,71.29,77.3,1,1,1,,0,80%,86%,62%,89%,81%,86%,90%,99%,66%,86%,83%,83%,84%,86%,85%,100%,100%,72%,100%,22%,77%,80%,18:56,1,0,12.0,0,0,13.0,0,1,13.0,0,0,11.5,8:00,19:00,11.0,7:00,,9:00,22:00,13.0,,,9:00,20:00,11.0,,22:00,9:00,20:30,11.5,,,1,2,2,1,MNSSHP,69.54,84.6,68.4,0.12,416759,379663,330968,234177,40620141,36654837,31726132,22795323,2400,1500,1,15:00,,2,20:15,23:15,1,22:15,,1,22:00,,1,20:00,,1,19:30,,0,,
